Price,Close,High,Low,Open,Volume,Adj Close,Daily_Return,Log_Return,Rolling_Volatility,Rolling_Mean
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA,,,,,
Date,,,,,,,,,,
2015-07-01,17.94333267211914,18.174667358398438,17.856666564941406,18.073999404907227,31518000,17.94333267211914,,,,
2015-07-02,18.667999267578125,18.829999923706055,18.220666885375977,18.68000030517578,107458500,18.667999267578125,0.04038639915454456,0.03959218179886062,,
2015-07-06,18.648000717163086,18.779333114624023,18.420000076293945,18.591999053955078,61828500,18.648000717163086,-0.001071274437522196,-0.0010718486621204945,,
2015-07-07,17.858667373657227,18.34666633605957,17.384666442871094,18.333332061767578,91576500,17.858667373657227,-0.04232804124569667,-0.04324998266363249,,
2015-07-08,16.997333526611328,17.386667251586914,16.95400047302246,17.288000106811523,93316500,16.997333526611328,-0.04823057784907436,-0.04943247714978346,,
2015-07-09,17.19466781616211,17.530000686645508,17.119333267211914,17.27199935913086,50011500,17.19466781616211,0.011609720385955313,0.011542844689962467,,
2015-07-10,17.27666664123535,17.53333282470703,17.187999725341797,17.481332778930664,39163500,17.27666664123535,0.004768851945843755,0.004757516993591066,,
2015-07-13,17.477333068847656,17.503332138061523,17.06999969482422,17.483333587646484,44404500,17.477333068847656,0.011614881028806812,0.011547946093778832,,
2015-07-14,17.709999084472656,17.732667922973633,17.367332458496094,17.47333335876465,28614000,17.709999084472656,0.013312443878506386,0.01322461194395776,,
2015-07-15,17.542667388916016,17.832666397094727,17.472000122070312,17.78266716003418,30324000,17.542667388916016,-0.009448430502932648,-0.009493350092744896,,
2015-07-16,17.778667449951172,17.81333351135254,17.54400062561035,17.614667892456055,24240000,17.778667449951172,0.013452917723576485,0.013363230698704974,,
2015-07-17,18.310667037963867,18.369333267211914,17.883333206176758,18.166667938232422,75061500,18.310667037963867,0.029923479333326286,0.02948450757237186,,
2015-07-20,18.817333221435547,19.110000610351562,18.16933250427246,18.333332061767578,74677500,18.817333221435547,0.027670547578698246,0.027294636659552916,,
2015-07-21,17.784666061401367,18.233333587646484,17.770000457763672,18.003332138061523,91630500,17.784666061401367,-0.054878507378390284,-0.05644179613123731,,
2015-07-22,17.857999801635742,17.96266746520996,17.390666961669922,17.417999267578125,46575000,17.857999801635742,0.004123425201304931,0.004114947181273161,,
2015-07-23,17.81333351135254,17.99333381652832,17.684667587280273,17.976667404174805,33408000,17.81333351135254,-0.0025011922264167596,-0.0025043254332856916,,
2015-07-24,17.694000244140625,18.07266616821289,17.594667434692383,17.825332641601562,42547500,17.694000244140625,-0.0066990980175530845,-0.00672163769474665,,
2015-07-27,16.867332458496094,17.6286678314209,16.71933364868164,17.495332717895508,70413000,16.867332458496094,-0.046720231391331746,-0.0478468521890086,,
2015-07-28,17.654666900634766,17.69333267211914,16.78933334350586,17.049999237060547,58437000,17.654666900634766,0.04667806507496031,0.045621401391761185,,
2015-07-29,17.58799934387207,17.859333038330078,17.46666717529297,17.618000030517578,41851500,17.58799934387207,-0.003776200204621105,-0.0037833480487480878,,
2015-07-30,17.785999298095703,17.79599952697754,17.474000930786133,17.512666702270508,30519000,17.785999298095703,0.011257673505236987,0.011194777500451487,,
2015-07-31,17.74333381652832,17.957332611083984,17.674667358398438,17.84000015258789,33339000,17.74333381652832,-0.0023988239767867015,-0.0024017057645460025,,
2015-08-03,17.332666397094727,17.78066635131836,17.13800048828125,17.752666473388672,38302500,17.332666397094727,-0.023144884928617437,-0.02341693366667038,,
2015-08-04,17.75200080871582,17.781333923339844,17.222667694091797,17.333999633789062,35287500,17.75200080871582,0.02419330078904558,0.023905279104246856,,
2015-08-05,18.0086669921875,18.066667556762695,17.360000610351562,17.57200050354004,93214500,18.0086669921875,0.014458436896063187,0.014354910391804768,,
2015-08-06,16.408666610717773,17.0,15.7413330078125,16.63599967956543,219357000,16.408666610717773,-0.08884613070827718,-0.09304349445674888,,
2015-08-07,16.167333602905273,16.248666763305664,15.892666816711426,16.238666534423828,76101000,16.167333602905273,-0.014707655017798138,-0.014816884909300457,,
2015-08-10,16.076000213623047,16.197999954223633,15.736666679382324,15.876667022705078,62788500,16.076000213623047,-0.005649254943673188,-0.005665272337093259,,
2015-08-11,15.824666976928711,15.953332901000977,15.629332542419434,15.8100004196167,63973500,15.824666976928711,-0.015634065274604314,-0.015757566178395816,,
2015-08-12,15.878000259399414,15.98466682434082,15.515999794006348,15.666666984558105,55920000,15.878000259399414,0.0033702625495031224,0.003364595943075023,,17.482022285461426
2015-08-13,16.167333602905273,16.43199920654297,15.941332817077637,15.990667343139648,70338000,16.167333602905273,0.018222278547613824,0.018058242572414077,0.029666516471765953,17.42282231648763
2015-08-14,16.209999084472656,16.528667449951172,16.118000030517578,16.482667922973633,65472000,16.209999084472656,0.0026389930841606013,0.0026355170560445813,0.0285405889287286,17.34088897705078
2015-08-17,16.999332427978516,17.106000900268555,16.700666427612305,17.03733253479004,107650500,16.999332427978516,0.04869422505161958,0.04754579507431742,0.030135862115834758,17.285933367411296
2015-08-18,17.381332397460938,17.39666748046875,16.90399932861328,17.025333404541016,62925000,17.381332397460938,0.022471468870960187,0.022222705240830896,0.029508290282567892,17.270022201538087
2015-08-19,17.016666412353516,17.376667022705078,17.001333236694336,17.35533332824707,54064500,17.016666412353516,-0.02098032399177252,-0.021203538585942035,0.02838553498646091,17.270666631062827
2015-08-20,16.14533233642578,16.970666885375977,16.126667022705078,16.804000854492188,73587000,16.14533233642578,-0.05120474567775368,-0.05256225251947507,0.029813671911759477,17.235688781738283
2015-08-21,15.38466739654541,16.253332138061523,15.36733341217041,15.733332633972168,98853000,15.38466739654541,-0.047113613026361856,-0.048259598621907714,0.030912548421375103,17.172622140248617
2015-08-24,14.591333389282227,15.426667213439941,13.0,13.519332885742188,143724000,14.591333389282227,-0.05156653613722739,-0.05294364086806093,0.03198873010149292,17.07642215092977
2015-08-25,14.66866683959961,15.393333435058594,14.607999801635742,15.368000030517578,64909500,14.66866683959961,0.005299957738899019,0.005285962390938471,0.0318594886355922,16.975044409434002
2015-08-26,14.989333152770996,15.199999809265137,14.36733341217041,15.195332527160645,74445000,14.989333152770996,0.021860631008791875,0.021625113606494616,0.03224498547664404,16.889933268229168
2015-08-27,16.19933319091797,16.316667556762695,15.387332916259766,15.399999618530273,114840000,16.19933319091797,0.08072407396744574,0.07763125535114371,0.035705499475983865,16.83728879292806
2015-08-28,16.565332412719727,16.76333236694336,16.10466766357422,16.124000549316406,82705500,16.565332412719727,0.022593474526899193,0.022342022386702107,0.035500646754776516,16.77911097208659
2015-08-31,16.604000091552734,16.996667861938477,16.367332458496094,16.374666213989258,70503000,16.604000091552734,0.00233425311787383,0.0023315329812339173,0.03505129454458982,16.705333201090493
2015-09-01,15.908666610717773,16.399999618530273,15.79800033569336,16.022666931152344,81822000,15.908666610717773,-0.04187746789935942,-0.042779605118654994,0.034470525369521325,16.64279988606771
2015-09-02,16.512666702270508,16.525333404541016,15.985333442687988,16.35333251953125,69438000,16.512666702270508,0.0379667326201818,0.03726373473123927,0.03526082424285892,16.5979554494222
2015-09-03,16.3713321685791,16.80533218383789,16.333332061767578,16.804000854492188,62922000,16.3713321685791,-0.008559158628931418,-0.008595998590490855,0.03528112289812596,16.54988873799642
2015-09-04,16.1286678314209,16.272666931152344,15.880000114440918,16.05933380126953,55338000,16.1286678314209,-0.014822516253377382,-0.01493346749689931,0.03534792379934931,16.497710990905762
2015-09-08,16.544666290283203,16.610666275024414,16.270000457763672,16.336666107177734,47073000,16.544666290283203,0.0257924872165749,0.025465472117565627,0.03469118801020723,16.486955451965333
2015-09-09,16.5939998626709,16.950000762939453,16.553333282470703,16.803333282470703,50862000,16.5939998626709,0.002981841490309778,0.002977404618816599,0.03356016536593676,16.451599884033204
2015-09-10,16.565332412719727,16.71466636657715,16.35533332824707,16.48200035095215,40635000,16.565332412719727,-0.0017275792568650639,-0.0017290732428101338,0.03355748779656468,16.417510986328125
2015-09-11,16.682666778564453,16.682666778564453,16.315332412719727,16.50933265686035,35262000,16.682666778564453,0.007083127758706009,0.0070581602387096015,0.03351161840528237,16.380733235677084
2015-09-14,16.87933349609375,16.950000762939453,16.64466667175293,16.739999771118164,43363500,16.87933349609375,0.011788685834209334,0.011719740597531185,0.03359972777317838,16.351933224995932
2015-09-15,16.904666900634766,16.97333335876465,16.633333206176758,16.850000381469727,44002500,16.904666900634766,0.0015008533688181114,0.001499728214054951,0.03334275545499847,16.337666575113932
2015-09-16,17.483333587646484,17.525333404541016,16.858667373657227,16.869333267211914,66256500,17.483333587646484,0.03423117949694654,0.03365832894647959,0.03364591045746225,16.328711001078286
2015-09-17,17.471332550048828,17.700000762939453,17.37933349609375,17.597333908081055,53787000,17.471332550048828,-0.000686427307326376,-0.0006866630064168644,0.03353561531817176,16.310799853006998
2015-09-18,17.374666213989258,17.58799934387207,17.166667938232422,17.19733238220215,56446500,17.374666213989258,-0.005532854221774852,-0.005548217153139337,0.029123316513583852,16.342999839782713
2015-09-21,17.613332748413086,18.10466766357422,17.053333282470703,17.59866714477539,91803000,17.613332748413086,0.013736467307306599,0.013642977216394011,0.029012773231078023,16.391199811299643
2015-09-22,17.395999908447266,17.510000228881836,17.058000564575195,17.268667221069336,54966000,17.395999908447266,-0.012339109416155347,-0.012415868304537009,0.02910919735434122,16.435199801127116
2015-09-23,17.40399932861328,17.472000122070312,17.172000885009766,17.463333129882812,39012000,17.40399932861328,0.000459842504490382,0.0004597368093267585,0.028900703043844466,16.487844212849936
2015-09-24,17.541332244873047,17.56333351135254,17.08066749572754,17.302000045776367,51723000,17.541332244873047,0.007890882645230857,0.007859912445560249,0.028911365684247944,16.54328861236572
2015-09-25,17.12733268737793,17.79400062561035,17.07666778564453,17.77400016784668,56601000,17.12733268737793,-0.02360137483948066,-0.02388434853425441,0.029195362857079268,16.575288581848145
2015-09-28,16.562000274658203,17.319332122802734,16.44066619873047,17.156667709350586,73516500,16.562000274658203,-0.03300761554870424,-0.03356465899801779,0.02989944609235776,16.58702195485433
2015-09-29,16.44333267211914,16.98200035095215,16.36400032043457,16.69733238220215,55548000,16.44333267211914,-0.00716505256437161,-0.007190844829297469,0.02854494407332636,16.56848862965902
2015-09-30,16.559999465942383,16.82666778564453,16.1560001373291,16.799999237060547,73944000,16.559999465942383,0.007095082009808129,0.007070030341408839,0.0282507773394113,16.541110865275066
2015-10-01,15.991999626159668,16.566667556762695,15.808667182922363,16.500667572021484,68595000,15.991999626159668,-0.03429950833940998,-0.03490154288586749,0.02867339204470994,16.50695530573527
2015-10-02,16.504667282104492,16.51333236694336,15.661999702453613,15.706666946411133,66360000,16.504667282104492,0.032057758124643954,0.03155463266830967,0.027727663638732667,16.518933137257893
2015-10-05,16.40999984741211,16.6560001373291,16.275333404541016,16.589332580566406,55348500,16.40999984741211,-0.005735797824596434,-0.00575231068616969,0.026235478543286866,16.553110885620118
2015-10-06,16.097333908081055,16.20199966430664,15.70533275604248,16.0,78378000,16.097333908081055,-0.01905337856419076,-0.019237233296969004,0.024542690266638762,16.60331090291341
2015-10-07,15.46399974822998,15.846667289733887,15.274666786193848,15.775333404541016,102210000,15.46399974822998,-0.03934404066335062,-0.040138936881572086,0.02575737104122089,16.629821999867758
2015-10-08,15.114666938781738,15.381333351135254,14.753999710083008,15.338666915893555,91998000,15.114666938781738,-0.022590068231747584,-0.022849132781449556,0.02585845952743519,16.63399979273478
2015-10-09,14.712667465209961,14.958000183105469,14.557332992553711,14.728667259216309,92376000,14.712667465209961,-0.02659664782558413,-0.02695673780977736,0.02143655519557808,16.584444268544516
2015-10-12,14.371999740600586,14.866666793823242,14.351332664489746,14.866000175476074,57544500,14.371999740600586,-0.023154721971044956,-0.02342700383143294,0.02118020020199615,16.511333179473876
2015-10-13,14.616666793823242,14.834667205810547,14.075332641601562,14.218667030334473,77572500,14.616666793823242,0.017023869860745666,0.016880587647177092,0.02151100214903265,16.445088736216228
2015-10-14,14.458666801452637,14.729999542236328,14.362000465393066,14.711333274841309,46566000,14.458666801452637,-0.010809577491181055,-0.010868425439148318,0.020341456462356532,16.396755409240722
2015-10-15,14.753999710083008,14.781999588012695,14.24666690826416,14.428667068481445,42663000,14.753999710083008,0.020426012486898237,0.020220199401692323,0.01935191504247203,16.338133176167805
2015-10-16,15.133999824523926,15.36533260345459,14.857999801635742,14.869333267211914,65017500,15.133999824523926,0.025755735523108614,0.025429643865455483,0.02004815939596325,16.2968887646993
2015-10-19,15.206666946411133,15.40999984741211,14.996000289916992,15.100000381469727,37618500,15.206666946411133,0.00480158072748571,0.004790089906799497,0.01994948765087471,16.266155401865642
2015-10-20,14.20199966430664,15.239999771118164,13.466667175292969,15.1813325881958,223500000,14.20199966430664,-0.06606755350432658,-0.06835117046145145,0.0224646763509118,16.18806651433309
2015-10-21,14.005999565124512,14.320667266845703,13.920000076293945,14.13266658782959,62272500,14.005999565124512,-0.013800880426347861,-0.013896997938755871,0.022472416941591168,16.10179983774821
2015-10-22,14.114666938781738,14.383333206176758,13.960000038146973,14.104000091552734,42378000,14.114666938781738,0.0077586303749297425,0.007728686982366763,0.02259212948672954,16.020110988616942
2015-10-23,13.939332962036133,14.356666564941406,13.845999717712402,14.333333015441895,63532500,13.939332962036133,-0.01242211222596079,-0.012499911621996889,0.022510764442266795,15.928666528066
2015-10-26,14.350666999816895,14.392000198364258,14.0,14.092000007629395,50871000,14.350666999816895,0.02950887527409196,0.029081868404439975,0.023207793256818193,15.84437764485677
2015-10-27,14.023332595825195,14.473333358764648,13.833999633789062,14.322667121887207,52791000,14.023332595825195,-0.022809699646425874,-0.02307386560608883,0.023391904485317846,15.748333168029784
2015-10-28,14.197333335876465,14.229999542236328,13.886667251586914,14.087332725524902,40929000,14.197333335876465,0.012407945034625278,0.012331597380900512,0.022418588653095553,15.638799826304117
2015-10-29,14.108667373657227,14.25,14.042667388916016,14.116666793823242,27075000,14.108667373657227,-0.006245254663083899,-0.006264837843194175,0.022390384302171974,15.526710987091064
2015-10-30,13.795332908630371,14.108667373657227,13.592666625976562,14.026666641235352,66583500,13.795332908630371,-0.022208650663342766,-0.022458975944985506,0.022562758625506187,15.407399876912434
2015-11-02,14.252667427062988,14.386667251586914,13.814666748046875,13.928000450134277,58918500,14.252667427062988,0.03315139413174362,0.03261373712572758,0.02345118915126348,15.295377699534098
